CCU1_CLK_M4_SPIFI_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_GPIO_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_GPIO_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_GPIO_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_GPIO_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_GPIO_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_GPIO_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_LCD_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_LCD_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_LCD_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_LCD_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_LCD_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_LCD_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_ETHERNET_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_ETHERNET_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_ETHERNET_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_ETHERNET_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_ETHERNET_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_ETHERNET_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_USB0_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_USB0_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_USB0_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_USB0_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_USB0_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_USB0_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_EMC_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_EMC_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_EMC_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_EMC_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_EMC_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_EMC_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_SDIO_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_SDIO_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_SDIO_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_SDIO_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_SDIO_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_SDIO_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_DMA_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_DMA_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_DMA_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_DMA_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_DMA_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_DMA_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_M4CORE_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_M4CORE_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_M4CORE_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_M4CORE_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_M4CORE_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_M4CORE_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_SCT_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_SCT_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_SCT_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_SCT_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_SCT_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_SCT_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_USB1_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_USB1_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_USB1_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_USB1_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_USB1_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_USB1_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_EMCDIV_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_EMCDIV_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_EMCDIV_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_EMCDIV_CFG,5,3,DIV,Clock divider value,0,rw
CCU1_CLK_M4_EMCDIV_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_EMCDIV_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_EMCDIV_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_M0APP_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_M0APP_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_M0APP_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_M0APP_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_M0APP_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_M0APP_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_VADC_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_VADC_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_VADC_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_VADC_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_VADC_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_VADC_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_WWDT_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_WWDT_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_WWDT_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_WWDT_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_WWDT_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_WWDT_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_USART0_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_USART0_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_USART0_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_USART0_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_USART0_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_USART0_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_UART1_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_UART1_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_UART1_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_UART1_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_UART1_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_UART1_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_SSP0_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_SSP0_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_SSP0_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_SSP0_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_SSP0_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_SSP0_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_TIMER0_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_TIMER0_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_TIMER0_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_TIMER0_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_TIMER0_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_TIMER0_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_TIMER1_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_TIMER1_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_TIMER1_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_TIMER1_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_TIMER1_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_TIMER1_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_SCU_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_SCU_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_SCU_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_SCU_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_SCU_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_SCU_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_CREG_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_CREG_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_CREG_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_CREG_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_CREG_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_CREG_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_RITIMER_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_RITIMER_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_RITIMER_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_RITIMER_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_RITIMER_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_RITIMER_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_USART2_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_USART2_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_USART2_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_USART2_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_USART2_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_USART2_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_USART3_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_USART3_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_USART3_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_USART3_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_USART3_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_USART3_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_TIMER2_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_TIMER2_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_TIMER2_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_TIMER2_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_TIMER2_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_TIMER2_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_TIMER3_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_TIMER3_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_TIMER3_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_TIMER3_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_TIMER3_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_TIMER3_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_SSP1_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_SSP1_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_SSP1_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_SSP1_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_SSP1_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_SSP1_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_M4_QEI_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_M4_QEI_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_M4_QEI_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_M4_QEI_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_M4_QEI_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_M4_QEI_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_PERIPH_BUS_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_PERIPH_BUS_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_PERIPH_BUS_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_PERIPH_BUS_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_PERIPH_BUS_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_PERIPH_BUS_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_PERIPH_CORE_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_PERIPH_CORE_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_PERIPH_CORE_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_PERIPH_CORE_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_PERIPH_CORE_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_PERIPH_CORE_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_PERIPH_SGPIO_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_PERIPH_SGPIO_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_PERIPH_SGPIO_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_PERIPH_SGPIO_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_PERIPH_SGPIO_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_PERIPH_SGPIO_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_USB0_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_USB0_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_USB0_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_USB0_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_USB0_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_USB0_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_USB1_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_USB1_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_USB1_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_USB1_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_USB1_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_USB1_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
CCU1_CLK_SPI_CFG,0,1,RUN,Run enable,1,rw
CCU1_CLK_SPI_CFG,1,1,AUTO,Auto (AHB disable mechanism) enable,0,rw
CCU1_CLK_SPI_CFG,2,1,WAKEUP,Wake-up mechanism enable,0,rw
CCU1_CLK_SPI_STAT,0,1,RUN,Run enable status,1,r
CCU1_CLK_SPI_STAT,1,1,AUTO,Auto (AHB disable mechanism) enable status,0,r
CCU1_CLK_SPI_STAT,2,1,WAKEUP,Wake-up mechanism enable status,0,r
