GPIO_B41,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B42,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B43,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B44,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B45,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B46,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B47,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B48,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B49,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B50,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B51,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B52,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B53,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B54,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B55,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B56,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B57,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B58,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B59,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B60,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B61,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B62,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B63,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B64,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B65,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B66,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B67,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B68,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B69,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B70,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B71,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B72,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B73,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B74,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B75,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B76,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B77,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B78,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B79,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B80,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B81,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B82,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B83,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B84,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B85,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B86,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B87,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B88,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B89,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B90,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B91,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B92,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B93,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B94,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B95,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B96,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B97,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B98,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B99,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B100,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B101,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B102,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B103,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B104,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B105,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B106,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B107,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B108,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B109,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B110,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B111,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B112,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B113,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B114,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B115,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B116,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B117,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B118,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B119,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B120,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B121,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B122,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B123,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B124,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B125,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B126,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B127,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B128,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B129,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B130,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B131,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B132,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B133,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B134,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B135,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B136,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B137,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B138,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B139,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B140,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B141,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B142,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B143,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B144,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B145,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B146,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B147,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B148,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B149,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B150,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B151,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B152,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B153,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B154,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B155,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B156,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B157,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B158,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B159,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B160,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B161,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B162,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B163,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B164,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B165,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B166,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B167,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B168,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B169,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B170,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B171,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B172,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B173,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B174,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B175,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B176,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B177,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B178,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B179,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B180,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B181,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B182,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B183,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B184,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B185,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B186,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B187,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B188,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B189,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B190,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B191,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B192,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B193,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B194,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B195,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B196,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B197,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B198,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B199,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B200,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B201,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B202,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B203,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B204,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B205,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B206,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B207,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B208,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B209,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B210,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B211,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B212,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B213,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B214,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B215,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B216,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B217,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B218,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B219,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B220,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B221,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B222,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B223,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B224,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B225,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B226,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B227,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B228,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B229,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B230,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B231,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B232,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B233,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B234,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B235,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B236,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B237,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B238,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B239,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B240,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B241,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B242,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B243,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B244,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B245,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B246,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B247,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B248,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B249,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B250,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B251,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B252,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B253,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B254,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_B255,0,1,PBYTE,GPIO port byte pin register,,rw
GPIO_W0,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W1,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W2,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W3,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W4,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W5,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W6,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W7,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W8,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W9,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W10,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W11,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W12,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W13,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W14,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W15,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W16,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W17,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W18,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W19,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W20,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W21,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W22,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W23,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W24,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W25,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W26,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W27,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W28,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W29,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W30,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W31,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W32,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W33,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W34,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W35,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W36,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W37,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W38,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W39,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W40,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W41,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W42,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W43,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W44,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W45,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W46,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W47,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W48,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W49,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W50,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W51,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W52,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W53,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W54,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W55,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W56,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W57,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W58,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W59,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W60,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W61,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W62,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W63,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W64,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W65,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W66,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W67,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W68,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W69,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W70,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W71,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W72,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W73,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W74,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W75,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W76,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W77,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W78,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W79,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W80,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W81,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W82,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W83,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W84,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W85,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W86,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W87,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W88,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W89,0,32,PWORD,GPIO port word pin register,,rw
GPIO_W90,0,32,PWORD,GPIO port word pin register,,rw
