CGU_FREQ_MON,0,9,RCNT,9-bit reference clock-counter value,0,rw
CGU_BASE_LCD_CLK,0,1,PD,Output stage power down,0,rw
CGU_BASE_LCD_CLK,11,1,AUTOBLOCK,Block clock automatically during frequency change,0,rw
CGU_BASE_LCD_CLK,24,5,CLK_SEL,Clock source selection,0x01,rw
CGU_BASE_VADC_CLK,0,1,PD,Output stage power down,0,rw
CGU_BASE_VADC_CLK,11,1,AUTOBLOCK,Block clock automatically during frequency change,0,rw
CGU_BASE_VADC_CLK,24,5,CLK_SEL,Clock source selection,0x01,rw
CGU_BASE_SDIO_CLK,0,1,PD,Output stage power down,0,rw
CGU_BASE_SDIO_CLK,11,1,AUTOBLOCK,Block clock automatically during frequency change,0,rw
CGU_BASE_SDIO_CLK,24,5,CLK_SEL,Clock source selection,0x01,rw
CGU_BASE_SSP0_CLK,0,1,PD,Output stage power down,0,rw
CGU_BASE_SSP0_CLK,11,1,AUTOBLOCK,Block clock automatically during frequency change,0,rw
CGU_BASE_SSP0_CLK,24,5,CLK_SEL,Clock source selection,0x01,rw
CGU_BASE_SSP1_CLK,0,1,PD,Output stage power down,0,rw
CGU_BASE_SSP1_CLK,11,1,AUTOBLOCK,Block clock automatically during frequency change,0,rw
CGU_BASE_SSP1_CLK,24,5,CLK_SEL,Clock source selection,0x01,rw
CGU_BASE_UART0_CLK,0,1,PD,Output stage power down,0,rw
CGU_BASE_UART0_CLK,11,1,AUTOBLOCK,Block clock automatically during frequency change,0,rw
CGU_BASE_UART0_CLK,24,5,CLK_SEL,Clock source selection,0x01,rw
CGU_BASE_UART1_CLK,0,1,PD,Output stage power down,0,rw
CGU_BASE_UART1_CLK,11,1,AUTOBLOCK,Block clock automatically during frequency change,0,rw
CGU_BASE_UART1_CLK,24,5,CLK_SEL,Clock source selection,0x01,rw
CGU_BASE_UART2_CLK,0,1,PD,Output stage power down,0,rw
CGU_BASE_UART2_CLK,11,1,AUTOBLOCK,Block clock automatically during frequency change,0,rw
CGU_BASE_UART2_CLK,24,5,CLK_SEL,Clock source selection,0x01,rw
CGU_BASE_UART3_CLK,0,1,PD,Output stage power down,0,rw
CGU_BASE_UART3_CLK,11,1,AUTOBLOCK,Block clock automatically during frequency change,0,rw
CGU_BASE_UART3_CLK,24,5,CLK_SEL,Clock source selection,0x01,rw
CGU_BASE_OUT_CLK,0,1,PD,Output stage power down,0,rw
CGU_BASE_OUT_CLK,11,1,AUTOBLOCK,Block clock automatically during frequency change,0,rw
CGU_BASE_OUT_CLK,24,5,CLK_SEL,Clock source selection,0x01,rw
CGU_BASE_APLL_CLK,0,1,PD,Output stage power down,0,rw
CGU_BASE_APLL_CLK,11,1,AUTOBLOCK,Block clock automatically during frequency change,0,rw
CGU_BASE_APLL_CLK,24,5,CLK_SEL,Clock source selection,0x01,rw
CGU_BASE_CGU_OUT0_CLK,0,1,PD,Output stage power down,0,rw
CGU_BASE_CGU_OUT0_CLK,11,1,AUTOBLOCK,Block clock automatically during frequency change,0,rw
CGU_BASE_CGU_OUT0_CLK,24,5,CLK_SEL,Clock source selection,0x01,rw
CGU_BASE_CGU_OUT1_CLK,0,1,PD,Output stage power down,0,rw
CGU_BASE_CGU_OUT1_CLK,11,1,AUTOBLOCK,Block clock automatically during frequency change,0,rw
CGU_BASE_CGU_OUT1_CLK,24,5,CLK_SEL,Clock source selection,0x01,rw
